Year,Month,Day ,Sunrise,Sunset,DayLength,Difference,AstronomicalTwilightStart,AstronomicalTwilightEnd,NauticalTwilightStart,NauticalTwilightEnd,CivilTwilightStart,CivilTwilightEnd,SolarNoon,Mil. mi
,,6,7:02 am ? (110°),5:25 pm ? (251°),0.432604167,+2:14,0.229861111,0.789583333,0.251388889,0.767361111,0.273611111,0.745138889,12:14 pm (34.8°),91.673
,,7,7:01 am ? (109°),5:26 pm ? (251°),0.434178241,+2:15,0.229166667,0.790277778,0.250694444,0.768055556,0.272916667,0.746527778,12:14 pm (35.1°),91.689
,,8,7:00 am ? (109°),5:28 pm ? (251°),0.435763889,+2:17,0.228472222,0.790972222,0.25,0.769444444,0.272222222,0.747222222,12:14 pm (35.5°),91.705
,,9,6:59 am ? (108°),5:29 pm ? (252°),0.437372685,+2:18,0.227777778,0.791666667,0.249305556,0.770138889,0.271527778,0.747916667,12:14 pm (35.8°),91.722
,,10,6:58 am ? (108°),5:30 pm ? (252°),0.438981481,+2:19,0.227083333,0.792361111,0.248611111,0.770833333,0.270833333,0.748611111,12:14 pm (36.1°),91.739
,,11,6:57 am ? (108°),5:31 pm ? (253°),0.440613426,+2:20,0.226388889,0.793055556,0.247916667,0.771527778,0.270138889,0.749305556,12:14 pm (36.4°),91.757
,,12,6:55 am ? (107°),5:32 pm ? (253°),0.442256944,+2:22,0.225694444,0.79375,0.247222222,0.772222222,0.269444444,0.75,12:14 pm (36.8°),91.774
,,13,6:54 am ? (107°),5:34 pm ? (254°),0.443912037,+2:23,0.225,0.794444444,0.246527778,0.772916667,0.26875,0.750694444,12:14 pm (37.1°),91.792
,,14,6:53 am ? (106°),5:35 pm ? (254°),0.445578704,+2:24,0.223611111,0.795138889,0.245833333,0.773611111,0.267361111,0.751388889,12:14 pm (37.4°),91.81
,,15,6:52 am ? (106°),5:36 pm ? (254°),0.447256944,+2:25,0.222916667,0.795833333,0.245138889,0.774305556,0.266666667,0.752083333,12:14 pm (37.8°),91.829
,,16,6:51 am ? (105°),5:37 pm ? (255°),0.448946759,+2:25,0.222222222,0.796527778,0.24375,0.775,0.265972222,0.753472222,12:13 pm (38.1°),91.847
,,17,6:49 am ? (105°),5:38 pm ? (255°),0.450648148,+2:26,0.221527778,0.797916667,0.243055556,0.775694444,0.265277778,0.754166667,12:13 pm (38.5°),91.866
,,18,6:48 am ? (104°),5:39 pm ? (256°),0.452361111,+2:27,0.220833333,0.798611111,0.242361111,0.776388889,0.263888889,0.754861111,12:13 pm (38.8°),91.885
,,19,6:47 am ? (104°),5:40 pm ? (256°),0.454074074,+2:28,0.220138889,0.799305556,0.241666667,0.777083333,0.263194444,0.755555556,12:13 pm (39.2°),91.904
,,20,6:45 am ? (103°),5:42 pm ? (257°),0.455810185,+2:29,0.21875,0.8,0.240277778,0.777777778,0.2625,0.75625,12:13 pm (39.5°),91.924
,,21,6:44 am ? (103°),5:43 pm ? (257°),0.457534722,+2:29,0.218055556,0.800694444,0.239583333,0.779166667,0.261805556,0.756944444,12:13 pm (39.9°),91.943
,,22,6:42 am ? (102°),5:44 pm ? (258°),0.459282407,+2:30,0.217361111,0.801388889,0.238888889,0.779861111,0.260416667,0.757638889,12:13 pm (40.3°),91.963
,,23,6:41 am ? (102°),5:45 pm ? (258°),0.461030093,+2:31,0.215972222,0.802083333,0.238194444,0.780555556,0.259722222,0.758333333,12:13 pm (40.6°),91.984
,,24,6:40 am ? (101°),5:46 pm ? (259°),0.462789352,+2:31,0.215277778,0.802777778,0.236805556,0.78125,0.258333333,0.759027778,12:13 pm (41.0°),92.004
,,25,6:38 am ? (101°),5:47 pm ? (259°),0.464548611,+2:32,0.214583333,0.803472222,0.236111111,0.781944444,0.257638889,0.759722222,12:12 pm (41.4°),92.025
,,26,6:37 am ? (101°),5:48 pm ? (260°),0.466319444,+2:32,0.213194444,0.804166667,0.234722222,0.782638889,0.256944444,0.761111111,12:12 pm (41.8°),92.046
,,27,6:35 am ? (100°),5:49 pm ? (260°),0.468090278,+2:33,0.2125,0.804861111,0.234027778,0.783333333,0.255555556,0.761805556,12:12 pm (42.1°),92.068
,,28,6:34 am ? (100°),5:51 pm ? (261°),0.469872685,+2:33,0.211111111,0.805555556,0.233333333,0.784027778,0.254861111,0.7625,12:12 pm (42.5°),92.09
2018,March,1,6:32 am ? (99°),5:52 pm ? (261°),0.471655093,+2:34,0.210416667,0.80625,0.231944444,0.784722222,0.253472222,0.763194444,12:12 pm (42.9°),92.112
,,2,6:31 am ? (99°),5:53 pm ? (262°),0.473449074,+2:34,0.209027778,0.806944444,0.23125,0.785416667,0.252777778,0.763888889,12:12 pm (43.3°),92.135
,,3,6:29 am ? (98°),5:54 pm ? (262°),0.475243056,+2:34,0.208333333,0.807638889,0.229861111,0.786111111,0.251388889,0.764583333,12:11 pm (43.6°),92.158
,,4,6:28 am ? (98°),5:55 pm ? (263°),0.477037037,+2:35,0.206944444,0.808333333,0.229166667,0.786805556,0.250694444,0.765277778,12:11 pm (44.0°),92.181
,,5,6:26 am ? (97°),5:56 pm ? (263°),0.478831019,+2:35,0.20625,0.809722222,0.227777778,0.7875,0.249305556,0.765972222,12:11 pm (44.4°),92.205
,,6,6:25 am ? (97°),5:57 pm ? (264°),0.480636574,+2:35,0.204861111,0.810416667,0.227083333,0.788194444,0.248611111,0.766666667,12:11 pm (44.8°),92.229
,,7,6:23 am ? (96°),5:58 pm ? (264°),0.482453704,+2:36,0.204166667,0.811111111,0.225694444,0.788888889,0.247222222,0.767361111,12:10 pm (45.2°),92.254
,,8,6:22 am ? (96°),5:59 pm ? (265°),0.484259259,+2:36,0.202777778,0.811805556,0.225,0.789583333,0.246527778,0.768055556,12:10 pm (45.6°),92.278
,,9,6:20 am ? (95°),6:00 pm ? (265°),0.486076389,+2:36,0.202083333,0.8125,0.223611111,0.790277778,0.245138889,0.76875,12:10 pm (46.0°),92.303
,,10,6:19 am ? (95°),6:01 pm ? (266°),0.487893519,+2:36,0.200694444,0.813194444,0.222916667,0.790972222,0.244444444,0.769444444,12:10 pm (46.4°),92.328
,,11,7:17 am ? (94°),7:02 pm ? (266°),0.489710648,+2:37,0.241666667,0.855555556,0.263194444,0.833333333,0.284722222,0.811805556,1:09 pm (46.8°),92.353
,,12,7:16 am ? (93°),7:03 pm ? (267°),0.491527778,+2:37,0.240277778,0.85625,0.261805556,0.834722222,0.284027778,0.8125,1:09 pm (47.2°),92.379
,,13,7:14 am ? (93°),7:04 pm ? (267°),0.493344907,+2:37,0.238888889,0.856944444,0.261111111,0.835416667,0.282638889,0.813194444,1:09 pm (47.5°),92.404
,,14,7:12 am ? (92°),7:05 pm ? (268°),0.495173611,+2:37,0.238194444,0.857638889,0.259722222,0.836111111,0.281944444,0.813888889,1:09 pm (47.9°),92.429
,,15,7:11 am ? (92°),7:06 pm ? (268°),0.496990741,+2:37,0.236805556,0.859027778,0.259027778,0.836805556,0.280555556,0.814583333,1:08 pm (48.3°),92.455
,,16,7:09 am ? (91°),7:07 pm ? (269°),0.498819444,+2:37,0.235416667,0.859722222,0.257638889,0.8375,0.279166667,0.815277778,1:08 pm (48.7°),92.48
,,17,7:08 am ? (91°),7:09 pm ? (269°),0.500636574,+2:37,0.234722222,0.860416667,0.25625,0.838194444,0.278472222,0.815972222,1:08 pm (49.1°),92.506
,,18,7:06 am ? (90°),7:10 pm ? (270°),0.502465278,+2:37,0.233333333,0.861111111,0.255555556,0.838888889,0.277083333,0.816666667,1:07 pm (49.5°),92.532
,,19,7:04 am ? (90°),7:11 pm ? (270°),0.504293981,+2:37,0.231944444,0.861805556,0.254166667,0.839583333,0.276388889,0.817361111,1:07 pm (49.9°),92.557
,,20,7:03 am ? (89°),7:12 pm ? (271°),0.506111111,+2:37,0.230555556,0.8625,0.252777778,0.840277778,0.275,0.81875,1:07 pm (50.3°),92.583
,,21,7:01 am ? (89°),7:13 pm ? (271°),0.507939815,+2:37,0.229861111,0.863194444,0.252083333,0.840972222,0.273611111,0.819444444,1:07 pm (50.7°),92.608
,,22,7:00 am ? (88°),7:14 pm ? (272°),0.509756944,+2:37,0.228472222,0.863888889,0.250694444,0.841666667,0.272916667,0.820138889,1:06 pm (51.1°),92.634
,,23,6:58 am ? (88°),7:15 pm ? (272°),0.511585648,+2:37,0.227083333,0.865277778,0.249305556,0.842361111,0.271527778,0.820833333,1:06 pm (51.5°),92.659
,,24,6:56 am ? (87°),7:16 pm ? (273°),0.513402778,+2:37,0.225694444,0.865972222,0.248611111,0.843055556,0.270138889,0.821527778,1:06 pm (51.9°),92.685
,,25,6:55 am ? (87°),7:17 pm ? (273°),0.515219907,+2:37,0.225,0.866666667,0.247222222,0.84375,0.269444444,0.822222222,1:05 pm (52.3°),92.711
,,26,6:53 am ? (86°),7:18 pm ? (274°),0.517037037,+2:37,0.223611111,0.867361111,0.245833333,0.845138889,0.268055556,0.822916667,1:05 pm (52.7°),92.737
,,27,6:52 am ? (86°),7:19 pm ? (274°),0.518854167,+2:36,0.222222222,0.868055556,0.245138889,0.845833333,0.266666667,0.823611111,1:05 pm (53.1°),92.763
,,28,6:50 am ? (85°),7:20 pm ? (275°),0.520671296,+2:36,0.220833333,0.869444444,0.24375,0.846527778,0.265972222,0.824305556,1:04 pm (53.5°),92.789
,,29,6:48 am ? (85°),7:21 pm ? (275°),0.522476852,+2:36,0.220138889,0.870138889,0.242361111,0.847222222,0.264583333,0.825,1:04 pm (53.8°),92.815
,,30,6:47 am ? (84°),7:22 pm ? (276°),0.524293981,+2:36,0.21875,0.870833333,0.241666667,0.847916667,0.263888889,0.825694444,1:04 pm (54.2°),92.841
,,31,6:45 am ? (84°),7:23 pm ? (276°),0.526099537,+2:35,0.217361111,0.871527778,0.240277778,0.848611111,0.2625,0.826388889,1:04 pm (54.6°),92.868
2018,April,1,6:43 am ? (83°),7:24 pm ? (277°),0.527893519,+2:35,0.215972222,0.872222222,0.238888889,0.849305556,0.261111111,0.827083333,1:03 pm (55.0°),92.895
,,2,6:42 am ? (83°),7:25 pm ? (278°),0.529699074,+2:35,0.214583333,0.873611111,0.2375,0.85,0.260416667,0.827777778,1:03 pm (55.4°),92.922
,,3,6:40 am ? (82°),7:26 pm ? (278°),0.531493056,+2:35,0.213194444,0.874305556,0.236805556,0.850694444,0.259027778,0.828472222,1:03 pm (55.8°),92.948
,,4,6:39 am ? (82°),7:27 pm ? (279°),0.533287037,+2:34,0.2125,0.875,0.235416667,0.852083333,0.257638889,0.829166667,1:02 pm (56.2°),92.976
,,5,6:37 am ? (81°),7:28 pm ? (279°),0.535069444,+2:34,0.211111111,0.875694444,0.234027778,0.852777778,0.256944444,0.829861111,1:02 pm (56.5°),93.003
,,6,6:36 am ? (81°),7:29 pm ? (279°),0.536863426,+2:34,0.209722222,0.877083333,0.233333333,0.853472222,0.255555556,0.830555556,1:02 pm (56.9°),93.03
,,7,6:34 am ? (80°),7:30 pm ? (280°),0.538634259,+2:33,0.208333333,0.877777778,0.231944444,0.854166667,0.254861111,0.83125,1:01 pm (57.3°),93.057
,,8,6:32 am ? (80°),7:31 pm ? (280°),0.540416667,+2:33,0.206944444,0.878472222,0.230555556,0.854861111,0.253472222,0.831944444,1:01 pm (57.7°),93.084
,,9,6:31 am ? (79°),7:32 pm ? (281°),0.542175926,+2:32,0.20625,0.879166667,0.229861111,0.855555556,0.252083333,0.832638889,1:01 pm (58.0°),93.111
,,10,6:29 am ? (79°),7:33 pm ? (281°),0.543946759,+2:32,0.204861111,0.880555556,0.228472222,0.85625,0.251388889,0.833333333,1:01 pm (58.4°),93.138
,,11,6:28 am ? (78°),7:34 pm ? (282°),0.545706019,+2:31,0.203472222,0.88125,0.227083333,0.857638889,0.25,0.834027778,1:00 pm (58.8°),93.165
,,12,6:26 am ? (78°),7:35 pm ? (282°),0.547453704,+2:31,0.202083333,0.881944444,0.226388889,0.858333333,0.249305556,0.835416667,1:00 pm (59.1°),93.192
,,13,6:25 am ? (77°),7:36 pm ? (283°),0.549201389,+2:30,0.200694444,0.883333333,0.225,0.859027778,0.247916667,0.836111111,1:00 pm (59.5°),93.218
,,14,6:23 am ? (77°),7:37 pm ? (283°),0.5509375,+2:30,0.199305556,0.884027778,0.223611111,0.859722222,0.246527778,0.836805556,1:00 pm (59.9°),93.245
,,15,6:22 am ? (76°),7:38 pm ? (284°),0.552662037,+2:29,0.198611111,0.884722222,0.222916667,0.860416667,0.245833333,0.8375,12:59 pm (60.2°),93.271
,,16,6:20 am ? (76°),7:39 pm ? (284°),0.554386574,+2:28,0.197222222,0.886111111,0.221527778,0.861111111,0.244444444,0.838194444,12:59 pm (60.6°),93.297
,,17,6:19 am ? (75°),7:40 pm ? (285°),0.556111111,+2:28,0.195833333,0.886805556,0.220138889,0.8625,0.24375,0.838888889,12:59 pm (60.9°),93.322
,,18,6:17 am ? (75°),7:41 pm ? (285°),0.5578125,+2:27,0.194444444,0.888194444,0.219444444,0.863194444,0.242361111,0.839583333,12:59 pm (61.3°),93.348
,,19,6:16 am ? (75°),7:42 pm ? (286°),0.559513889,+2:26,0.193055556,0.888888889,0.218055556,0.863888889,0.241666667,0.840277778,12:59 pm (61.6°),93.373
,,20,6:15 am ? (74°),7:43 pm ? (286°),0.561203704,+2:25,0.191666667,0.889583333,0.216666667,0.864583333,0.240277778,0.840972222,12:58 pm (62.0°),93.398
,,21,6:13 am ? (74°),7:44 pm ? (287°),0.562881944,+2:25,0.190972222,0.890972222,0.215972222,0.865277778,0.239583333,0.841666667,12:58 pm (62.3°),93.423
,,22,6:12 am ? (73°),7:45 pm ? (287°),0.564548611,+2:24,0.189583333,0.891666667,0.214583333,0.866666667,0.238194444,0.842361111,12:58 pm (62.6°),93.447
,,23,6:10 am ? (73°),7:46 pm ? (287°),0.566203704,+2:23,0.188194444,0.893055556,0.213888889,0.867361111,0.2375,0.843055556,12:58 pm (63.0°),93.472
,,24,6:09 am ? (72°),7:47 pm ? (288°),0.567858796,+2:22,0.186805556,0.89375,0.2125,0.868055556,0.236111111,0.84375,12:58 pm (63.3°),93.496
,,25,6:08 am ? (72°),7:48 pm ? (288°),0.569490741,+2:21,0.186111111,0.894444444,0.211111111,0.86875,0.235416667,0.845138889,12:57 pm (63.6°),93.52
,,26,6:06 am ? (71°),7:49 pm ? (289°),0.571111111,+2:20,0.184722222,0.895833333,0.210416667,0.870138889,0.234722222,0.845833333,12:57 pm (63.9°),93.545
,,27,6:05 am ? (71°),7:50 pm ? (289°),0.572731481,+2:19,0.183333333,0.896527778,0.209027778,0.870833333,0.233333333,0.846527778,12:57 pm (64.3°),93.569
,,28,6:04 am ? (71°),7:51 pm ? (290°),0.574328704,+2:18,0.181944444,0.897916667,0.208333333,0.871527778,0.232638889,0.847222222,12:57 pm (64.6°),93.593
,,29,6:02 am ? (70°),7:52 pm ? (290°),0.575914352,+2:16,0.18125,0.898611111,0.206944444,0.872222222,0.23125,0.847916667,12:57 pm (64.9°),93.617
,,30,6:01 am ? (70°),7:53 pm ? (290°),0.577476852,+2:15,0.179861111,0.9,0.20625,0.872916667,0.230555556,0.848611111,12:57 pm (65.2°),93.64
2018,May,1,6:00 am ? (69°),7:54 pm ? (291°),0.579039352,+2:14,0.178472222,0.900694444,0.204861111,0.874305556,0.229861111,0.849305556,12:57 pm (65.5°),93.664
,,2,5:59 am ? (69°),7:55 pm ? (291°),0.580578704,+2:13,0.177083333,0.902083333,0.204166667,0.875,0.228472222,0.85,12:56 pm (65.8°),93.688
,,3,5:58 am ? (69°),7:56 pm ? (292°),0.582106481,+2:11,0.176388889,0.902777778,0.202777778,0.875694444,0.227777778,0.850694444,12:56 pm (66.1°),93.711
,,4,5:56 am ? (68°),7:57 pm ? (292°),0.583611111,+2:10,0.175,0.903472222,0.202083333,0.876388889,0.227083333,0.851388889,12:56 pm (66.4°),93.735
,,5,5:55 am ? (68°),7:58 pm ? (292°),0.585104167,+2:09,0.173611111,0.904861111,0.201388889,0.877777778,0.226388889,0.852083333,12:56 pm (66.7°),93.758
,,6,5:54 am ? (67°),7:59 pm ? (293°),0.586585648,+2:07,0.172916667,0.905555556,0.2,0.878472222,0.225,0.852777778,12:56 pm (66.9°),93.781
,,7,5:53 am ? (67°),8:00 pm ? (293°),0.588043981,+2:05,0.171527778,0.906944444,0.199305556,0.879166667,0.224305556,0.854166667,12:56 pm (67.2°),93.804
,,8,5:52 am ? (67°),8:01 pm ? (294°),0.589479167,+2:04,0.170833333,0.907638889,0.197916667,0.879861111,0.223611111,0.854861111,12:56 pm (67.5°),93.826
,,9,5:51 am ? (66°),8:02 pm ? (294°),0.590902778,+2:02,0.169444444,0.909027778,0.197222222,0.88125,0.222916667,0.855555556,12:56 pm (67.8°),93.849
,,10,5:50 am ? (66°),8:03 pm ? (294°),0.592303241,+2:01,0.168055556,0.909722222,0.196527778,0.881944444,0.222222222,0.85625,12:56 pm (68.0°),93.871
,,11,5:49 am ? (66°),8:04 pm ? (295°),0.593680556,+1:59,0.167361111,0.911111111,0.195833333,0.882638889,0.221527778,0.856944444,12:56 pm (68.3°),93.892
,,12,5:48 am ? (65°),8:05 pm ? (295°),0.595034722,+1:57,0.165972222,0.911805556,0.194444444,0.883333333,0.220138889,0.857638889,12:56 pm (68.5°),93.914
,,13,5:47 am ? (65°),8:05 pm ? (295°),0.596377315,+1:55,0.165277778,0.913194444,0.19375,0.884027778,0.219444444,0.858333333,12:56 pm (68.8°),93.935
,,14,5:46 am ? (65°),8:06 pm ? (296°),0.597685185,+1:53,0.163888889,0.913888889,0.193055556,0.885416667,0.21875,0.859027778,12:56 pm (69.0°),93.955
,,15,5:45 am ? (64°),8:07 pm ? (296°),0.598981481,+1:51,0.163194444,0.915277778,0.192361111,0.886111111,0.218055556,0.859722222,12:56 pm (69.2°),93.975
,,16,5:44 am ? (64°),8:08 pm ? (296°),0.60025463,+1:49,0.1625,0.915972222,0.190972222,0.886805556,0.217361111,0.860416667,12:56 pm (69.5°),93.995
,,17,5:43 am ? (64°),8:09 pm ? (297°),0.601493056,+1:47,0.161111111,0.917361111,0.190277778,0.8875,0.216666667,0.861111111,12:56 pm (69.7°),94.014
,,18,5:42 am ? (63°),8:10 pm ? (297°),0.602708333,+1:45,0.160416667,0.918055556,0.189583333,0.888194444,0.215972222,0.861805556,12:56 pm (69.9°),94.033
,,19,5:41 am ? (63°),8:11 pm ? (297°),0.603900463,+1:42,0.159722222,0.91875,0.188888889,0.888888889,0.215972222,0.8625,12:56 pm (70.1°),94.051
,,20,5:41 am ? (63°),8:12 pm ? (297°),0.605069444,+1:40,0.158333333,0.920138889,0.188194444,0.890277778,0.215277778,0.863194444,12:56 pm (70.3°),94.069
,,21,5:40 am ? (63°),8:13 pm ? (298°),0.606203704,+1:38,0.157638889,0.920833333,0.1875,0.890972222,0.214583333,0.863888889,12:56 pm (70.5°),94.087
,,22,5:39 am ? (62°),8:14 pm ? (298°),0.607314815,+1:35,0.156944444,0.921527778,0.186805556,0.891666667,0.213888889,0.864583333,12:56 pm (70.7°),94.104
,,23,5:38 am ? (62°),8:15 pm ? (298°),0.608391204,+1:33,0.15625,0.922916667,0.186111111,0.892361111,0.213194444,0.865277778,12:56 pm (70.9°),94.121
,,24,5:38 am ? (62°),8:15 pm ? (298°),0.60943287,+1:30,0.154861111,0.923611111,0.185416667,0.893055556,0.2125,0.865972222,12:56 pm (71.1°),94.138
,,25,5:37 am ? (61°),8:16 pm ? (299°),0.610462963,+1:28,0.154166667,0.924305556,0.184722222,0.89375,0.2125,0.866666667,12:56 pm (71.3°),94.154
,,26,5:36 am ? (61°),8:17 pm ? (299°),0.611446759,+1:25,0.153472222,0.925694444,0.184722222,0.894444444,0.211805556,0.867361111,12:57 pm (71.5°),94.17
,,27,5:36 am ? (61°),8:18 pm ? (299°),0.612407407,+1:22,0.152777778,0.926388889,0.184027778,0.895138889,0.211111111,0.867361111,12:57 pm (71.6°),94.186
,,28,5:35 am ? (61°),8:19 pm ? (299°),0.613333333,+1:19,0.152083333,0.927083333,0.183333333,0.895833333,0.211111111,0.868055556,12:57 pm (71.8°),94.202
,,29,5:35 am ? (61°),8:19 pm ? (300°),0.614224537,+1:17,0.151388889,0.927777778,0.182638889,0.896527778,0.210416667,0.86875,12:57 pm (72.0°),94.217
,,30,5:34 am ? (60°),8:20 pm ? (300°),0.615081019,+1:14,0.150694444,0.929166667,0.182638889,0.897222222,0.210416667,0.869444444,12:57 pm (72.1°),94.232
,,31,5:34 am ? (60°),8:21 pm ? (300°),0.615902778,+1:11,0.15,0.929861111,0.181944444,0.897916667,0.209722222,0.870138889,12:57 pm (72.2°),94.247
2018,June,1,5:33 am ? (60°),8:22 pm ? (300°),0.616689815,+1:08,0.15,0.930555556,0.18125,0.898611111,0.209722222,0.870833333,12:57 pm (72.4°),94.262
,,2,5:33 am ? (60°),8:22 pm ? (300°),0.61744213,+1:05,0.149305556,0.93125,0.18125,0.899305556,0.209027778,0.870833333,12:57 pm (72.5°),94.276
,,3,5:33 am ? (60°),8:23 pm ? (301°),0.618159722,+1:02,0.148611111,0.931944444,0.180555556,0.9,0.209027778,0.871527778,12:58 pm (72.6°),94.29
,,4,5:32 am ? (59°),8:24 pm ? (301°),0.618842593,+0:58,0.147916667,0.932638889,0.180555556,0.9,0.208333333,0.872222222,12:58 pm (72.7°),94.304
,,5,5:32 am ? (59°),8:24 pm ? (301°),0.619490741,+0:55,0.147916667,0.933333333,0.179861111,0.900694444,0.208333333,0.872222222,12:58 pm (72.9°),94.317
,,6,5:32 am ? (59°),8:25 pm ? (301°),0.620104167,+0:52,0.147222222,0.934027778,0.179861111,0.901388889,0.208333333,0.872916667,12:58 pm (73.0°),94.33
,,7,5:32 am ? (59°),8:25 pm ? (301°),0.620671296,+0:49,0.147222222,0.934722222,0.179166667,0.902083333,0.207638889,0.873611111,12:58 pm (73.1°),94.343
,,8,5:31 am ? (59°),8:26 pm ? (301°),0.621203704,+0:45,0.146527778,0.935416667,0.179166667,0.902083333,0.207638889,0.873611111,12:59 pm (73.1°),94.355
,,9,5:31 am ? (59°),8:26 pm ? (301°),0.621689815,+0:42,0.146527778,0.935416667,0.179166667,0.902777778,0.207638889,0.874305556,12:59 pm (73.2°),94.367
,,10,5:31 am ? (59°),8:27 pm ? (301°),0.622152778,+0:39,0.145833333,0.936111111,0.179166667,0.903472222,0.207638889,0.875,12:59 pm (73.3°),94.378
,,11,5:31 am ? (59°),8:27 pm ? (302°),0.62255787,+0:35,0.145833333,0.936805556,0.178472222,0.903472222,0.206944444,0.875,12:59 pm (73.4°),94.389
,,12,5:31 am ? (58°),8:28 pm ? (302°),0.622939815,+0:32,0.145833333,0.9375,0.178472222,0.904166667,0.206944444,0.875694444,12:59 pm (73.4°),94.399
,,13,5:31 am ? (58°),8:28 pm ? (302°),0.623275463,+0:28,0.145138889,0.9375,0.178472222,0.904166667,0.206944444,0.875694444,1:00 pm (73.5°),94.409
,,14,5:31 am ? (58°),8:29 pm ? (302°),0.623564815,+0:25,0.145138889,0.938194444,0.178472222,0.904861111,0.206944444,0.875694444,1:00 pm (73.5°),94.418
,,15,5:31 am ? (58°),8:29 pm ? (302°),0.623819444,+0:21,0.145138889,0.938194444,0.178472222,0.904861111,0.206944444,0.876388889,1:00 pm (73.6°),94.426
,,16,5:31 am ? (58°),8:30 pm ? (302°),0.624027778,+0:18,0.145138889,0.938888889,0.178472222,0.905555556,0.206944444,0.876388889,1:00 pm (73.6°),94.434
,,17,5:31 am ? (58°),8:30 pm ? (302°),0.624201389,+0:14,0.145138889,0.938888889,0.178472222,0.905555556,0.206944444,0.877083333,1:00 pm (73.6°),94.442
,,18,5:31 am ? (58°),8:30 pm ? (302°),0.624328704,+0:11,0.145138889,0.939583333,0.178472222,0.905555556,0.206944444,0.877083333,1:01 pm (73.7°),94.449
,,19,5:31 am ? (58°),8:30 pm ? (302°),0.624421296,+0:07,0.145138889,0.939583333,0.178472222,0.90625,0.207638889,0.877083333,1:01 pm (73.7°),94.455
,,20,5:31 am ? (58°),8:31 pm ? (302°),0.624467593,+0:04,0.145138889,0.939583333,0.178472222,0.90625,0.207638889,0.877083333,1:01 pm (73.7°),94.461
,,21,5:32 am ? (58°),8:31 pm ? (302°),0.624467593,< 1s,0.145138889,0.939583333,0.179166667,0.90625,0.207638889,0.877777778,1:01 pm (73.7°),94.467
,,22,5:32 am ? (58°),8:31 pm ? (302°),0.62443287,?0:03,0.145833333,0.939583333,0.179166667,0.90625,0.207638889,0.877777778,1:02 pm (73.7°),94.472
,,23,5:32 am ? (58°),8:31 pm ? (302°),0.624351852,?0:06,0.145833333,0.940277778,0.179166667,0.90625,0.207638889,0.877777778,1:02 pm (73.7°),94.477
,,24,5:32 am ? (58°),8:31 pm ? (302°),0.624236111,?0:10,0.145833333,0.940277778,0.179166667,0.90625,0.208333333,0.877777778,1:02 pm (73.7°),94.481
,,25,5:33 am ? (58°),8:31 pm ? (302°),0.624074074,?0:13,0.146527778,0.940277778,0.179861111,0.906944444,0.208333333,0.877777778,1:02 pm (73.6°),94.485
,,26,5:33 am ? (58°),8:32 pm ? (302°),0.623877315,?0:17,0.146527778,0.939583333,0.179861111,0.906944444,0.208333333,0.877777778,1:02 pm (73.6°),94.489
,,27,5:34 am ? (58°),8:32 pm ? (302°),0.623634259,?0:20,0.147222222,0.939583333,0.180555556,0.90625,0.209027778,0.877777778,1:03 pm (73.6°),94.492
,,28,5:34 am ? (58°),8:32 pm ? (302°),0.623344907,?0:24,0.147222222,0.939583333,0.180555556,0.90625,0.209027778,0.877777778,1:03 pm (73.5°),94.495
,,29,5:34 am ? (58°),8:31 pm ? (302°),0.623020833,?0:27,0.147916667,0.939583333,0.180555556,0.90625,0.209722222,0.877777778,1:03 pm (73.5°),94.498
,,30,5:35 am ? (58°),8:31 pm ? (302°),0.622662037,?0:31,0.147916667,0.939583333,0.18125,0.90625,0.209722222,0.877777778,1:03 pm (73.4°),94.501
2018,July,1,5:35 am ? (59°),8:31 pm ? (301°),0.622256944,?0:34,0.148611111,0.938888889,0.181944444,0.90625,0.210416667,0.877777778,1:03 pm (73.3°),94.503
,,2,5:36 am ? (59°),8:31 pm ? (301°),0.62181713,?0:38,0.149305556,0.938888889,0.181944444,0.90625,0.210416667,0.877777778,1:04 pm (73.3°),94.505
,,3,5:36 am ? (59°),8:31 pm ? (301°),0.621342593,?0:41,0.15,0.938194444,0.182638889,0.905555556,0.211111111,0.877083333,1:04 pm (73.2°),94.506
,,4,5:37 am ? (59°),8:31 pm ? (301°),0.620821759,?0:44,0.15,0.938194444,0.183333333,0.905555556,0.211111111,0.877083333,1:04 pm (73.1°),94.507
,,5,5:37 am ? (59°),8:31 pm ? (301°),0.62025463,?0:48,0.150694444,0.9375,0.183333333,0.905555556,0.211805556,0.877083333,1:04 pm (73.0°),94.508
,,6,5:38 am ? (59°),8:30 pm ? (301°),0.619664352,?0:51,0.151388889,0.9375,0.184027778,0.904861111,0.2125,0.877083333,1:04 pm (72.9°),94.508
,,7,5:39 am ? (59°),8:30 pm ? (301°),0.619027778,?0:54,0.152083333,0.936805556,0.184722222,0.904861111,0.2125,0.876388889,1:04 pm (72.8°),94.508
,,8,5:39 am ? (59°),8:30 pm ? (300°),0.618368056,?0:57,0.152777778,0.936111111,0.185416667,0.904166667,0.213194444,0.876388889,1:05 pm (72.7°),94.507
,,9,5:40 am ? (60°),8:29 pm ? (300°),0.617662037,?1:00,0.153472222,0.936111111,0.185416667,0.904166667,0.213888889,0.875694444,1:05 pm (72.5°),94.505
,,10,5:41 am ? (60°),8:29 pm ? (300°),0.616921296,?1:04,0.154166667,0.935416667,0.186111111,0.903472222,0.213888889,0.875694444,1:05 pm (72.4°),94.504
